id,name,house,house_link,description,added_date,added_by
1119,The Children's Champion,Nui Cobalt Designs,,"Earl Grey tea with a slice of peach, sun-dried teakwood, tonka bean, English pipe tobacco, ecru suede, and just a touch of Bulgarian lavender.",2022-04-24 13:48:46,1
1120,The Countess of Morcar's Blue Carbuncle,Black Phoenix Alchemy Lab,,"Dazzling blue musk, white juniper, iris pallida, white oudh, and sugar crystals.",2022-04-24 13:48:46,1
1121,The Curtain of the Temple was Torn in Two,Black Phoenix Alchemy Lab,,"Radiant golden amber suffused with holy incense smoke compounded from acacia, myrrh, cassia, balsam, frankincense, cinnamon, onycha accord, and galbanum.",2022-04-24 13:48:46,1
1122,The Empress and Their Heckhound,Black Phoenix Alchemy Lab,,"Eternal, unwavering loyalty: coconut milk, lavender buds, vanilla bean, white sandalwood, and hazelnut.",2022-04-24 13:48:46,1
1123,The Fijan Broach,Possets,,"A big cool silver broach with strange and appealing figures on it. Several little ""bobs"" tinkle sweetly as you walk with it. Quite a piece of art as well as being wonderfully crafted jewelry. Green tart leafy base with a long squeeze of lime layers over a kiss of brass in the background for balance. Very cool, green, fruity, but tart.",2022-04-24 13:48:46,1
1124,The Fool,Andromeda's Curse,,"Innocence, Simplicity, Beginning. Soft florals and fresh powder swaddled in creamy vanilla and sandalwood.",2022-04-24 13:48:46,1
1125,The Forest Reverie,Black Phoenix Alchemy Lab,,"A sunlit ancient forest, dotted with wild roses, grape vine, and queenly lilies, clothed in swirls of opium smoke.",2022-04-24 13:48:46,1
1126,The Garden Of Earthly Delights,Haus of Gloi,,"Soft amber bear musk, playful porcupine spike of pineapple, and crumbled leaves.",2022-04-24 13:48:46,1
1127,The Ghost,Black Phoenix Alchemy Lab,,"A thin, sinuous, creeping chill, the scent of glee-filled undeath: white iris, osmanthus, Calla lily, tomb-crawling ivy and a coffin spray of gladiolus, lisianthus and delphinium.",2022-04-24 13:48:46,1
1128,The Girls Love India,Possets,,"The impossibly beautiful women of Bollywood and the scurrying violins in the background. Nothing in any way could be as romantic as the resins and extravagant flowers of India mixed with such honey as you only find in the South of the USA. A pungent pairing of exceptionally sweet components which meet, become epic lovers.",2022-04-24 13:48:46,1
1129,The Girls Love Vanilla,Possets,,"For anyone who loves loves loves the smell of vanilla, this is the supersaturated honey soaked, sinful, hedonistic custom rare and unabashed blend you have been waiting for. Outrageously lovely. Too pretty for angels almost, but not too pretty for you! Characteristics: vanilla, honey, sweet, foody",2022-04-24 13:48:46,1
1130,The Great Sword of War,Black Phoenix Alchemy Lab,,"Mandarin, tonka, saffron, black tea, cocoa, tobacco leaf, sanguine red musk and five classical herbs of conflict.",2022-04-24 13:48:46,1
1131,The Haunted Tea-Cosy,Hexennacht,,"black tea, shortbread scones, Devonshire cream, spiced orange marmalade.",2022-04-24 13:48:46,1
1132,The Height of Love,18,,"Warmed Vanilla Marshmallows, Crystalline, Bastet's Ice Cream, Pink Sugar and White Clove",2022-04-24 13:48:46,1
1133,The Jersey Devil,Black Phoenix Alchemy Lab,,"The scent of the wild, hauntingly beautiful Pine Barrens of New Jersey! Pitch pine with blackberry leaf, cranberry, cedar wood and tomato leaf.",2022-04-24 13:48:46,1
1134,The Joy of Fatherhood,Black Phoenix Alchemy Lab,,"Vanilla ice cream, cake batter, gummy bears, buttercream frosting, and sprinkles.",2022-04-24 13:48:46,1
1135,The Knave of Hearts,Black Phoenix Alchemy Lab,,Crushed roses and blackcurrant tarts.,2022-04-24 13:48:46,1
1136,The Last Unicorn,Black Phoenix Alchemy Lab,,"Frosty lilac petals, iris pallida root, orris, violet leaf, white chocolate, coconut, wild lettuce, white sandalwood, and oakmoss.",2022-04-24 13:48:46,1
1137,"The Library, Burning Down With Us",Death and Floral,,"Burnt edges of books, the overpowering scent of gasoline wafting around the wooden banister, wax candles on a desk melting",2022-04-24 13:48:46,1
1138,The Lights of Men's Lives,Black Phoenix Alchemy Lab,,"The wax and smoke of millions upon millions of candles illuminating the walls of Death's shadowy cave: some tall, straight, and strong, blazing with the fire of life, others dim and guttering.",2022-04-24 13:48:46,1
1139,The Lion,Black Phoenix Alchemy Lab,,"The dry, glorious warmth of the Savannah. A golden, spiced amber, proud, regal and ferocious.",2022-04-24 13:48:46,1
1140,The Little Wooden Doll,Black Phoenix Alchemy Lab,,Gently carved wood warm with a maternal love that reaches beyond death: rose-infused amber and soft golden sandalwood.,2022-04-24 13:48:46,1
1141,The Lovers,Andromeda's Curse,,"Freesia, Gardenia, Lavender, Rose, Almond, Orchid, Cherry Blossom, Heliotrope, Tonka Bean, Vanilla",2022-04-24 13:48:46,1
1142,The Magpie's Rhyme,Alkemia,,"A nostalgia of animal crackers, warm milk, a soft blanket, and luminescent white amber daydreams.",2022-04-24 13:48:46,1
1143,The Moon,Andromeda's Curse,,"Sticky Honeycomb, Milk, Honeysuckle, White Gardenia, Water Lily, White Musk, Egyptian Amber",2022-04-24 13:48:46,1
1144,The Moon,Possets,,White long silky spun threads of three white musks combined with an almost creamy insinuation of white beeswax carrying a very sophisticated edge. Not a foody blend despite the sweetness of beeswax.,2022-04-24 13:48:46,1
1145,The Moon Reflected in Every Rice Paddy HG,BPTP,,"Madagascan vanilla, rice powder, iris root, and pale musk.",2022-04-24 13:48:46,1
1146,The Prophet,18,,"Black Amber Resin, French Dragon Blood Resin, Black Patchouli, White Amber, French Sandalwood, Black Honey and Limestone Amber and Blue Salt and Black Sugar.",2022-04-24 13:48:46,1
1147,The Rose,Black Phoenix Alchemy Lab,,"The promise of a rose: red rose petals, fresh sap, and the sharp green scent of stem and leaf.",2022-04-24 13:48:46,1
1148,The Saw is Family,Sugar and Spite,,"Red musk, pepper, patchouli, black sandalwood, blood accord, rusty metal.",2022-04-24 13:48:46,1
1149,The Sea Foams Milk,Black Phoenix Alchemy Lab,,Milk cresting on an ocean wave.,2022-04-24 13:48:46,1
1150,The Secret of Wives and Widows,Death and Floral,,"A dark and mysterious blend of Arabian sandalwood, luscious vanilla, orchids and southern night air, white tea in a fine cup of China held by a figure with long painted nails.",2022-04-24 13:48:46,1
1151,The soft crunch of bread and bone,Death and Floral,,"Flakey coconut French Madelines, stifling bakery air, vanilla cremé and crunchy Macarons, the last sip of green tea with a mysterious lover",2022-04-24 13:48:46,1
1152,The Soft Lawn,Imaginary Authors,,"Linden Blossom, Grapefruit, Laurel & Ivy leaves, Vetiver, Oakmoss, Fresh Tennis Balls",2022-04-24 13:48:46,1
1153,The sweater we buried you with is hanging in my closet,Death and Floral,,"A luscious blend of three different vanillas, resinous amber, Arabian sandalwood, a soft cashmere sweater.",2022-04-24 13:48:46,1
1154,The Tea Blender,Wylde Ivy,,"Tea leaves of black, green, and red, dried apples and pears, raw sugar, fresh amber resin, vanilla beans, a whisper of spice and blonde wood.",2022-04-24 13:48:46,1
1155,The Velveteen Stranger,Stereoplasm,,"Stolen peaches, yellow marshmallow, chopped cedar, blackberry aftershave, and cigar smoke.",2022-04-24 13:48:46,1
1156,The White Rider,Black Phoenix Alchemy Lab,,White leather and sandalwood.,2022-04-24 13:48:46,1
1157,The Wild Atlantic Way,Alkemia,,"A triple blessing of flowering trees and plants sacred to Ériu - yellow gorse, faerie hawthorn, and broom blended with a dark mystery of seaside bog myrtle, peat moss, and oceanic ambergris.",2022-04-24 13:48:46,1
1158,Them,Deconstructing Eden,,"Pillowy lavender, soft amber, juniper, black cedar, tonka bean",2022-04-24 13:48:46,1
1159,They,Deconstructing Eden,,"Basil, neroli, crisp green pears, bay leaves, oakmoss, sage",2022-04-24 13:48:46,1
1160,Thirteen: LVB,Black Phoenix Alchemy Lab,,"Lavender buds, blue cotton candy, buttered popcorn, squished carnations, vanilla ice cream, sun-ripe strawberries, chocolate chip cookies, warm milk, honey sticks, yellow cake, steamed rice, fresh bread, and puppies.",2022-04-24 13:48:46,1
1161,This Side of Paradise,Alkemia,,"Green coconut water, Coconut cream, Blue Java banana, Abacaxi pineapple, Tuberose, Skin musk",2022-04-24 13:48:46,1
1162,Thor,Conjur Oils,,"we wouldn't have proper heavy metal music without Thor. A great fan of good food and drink, he shakes the heavens when he swings his mighty hammer Mjollnir. The scent of lightning, quick-tempered hail and a drinking horn filled with honey mead",2022-04-24 13:48:46,1
1163,Thornwood Thicket,Solstice Scents,,An impenetrable entanglement of thick brambles and dangerously sharp thorny branches housing large sweet blackberries that are practically to the bursting point of ripeness. The scent is that of a sweet blackberry paired with exotic incensey woods. The dry down smells like a wonderful dark berry incense!,2022-04-24 13:48:46,1
1164,Thorous,Black Phoenix Alchemy Lab,,"Rose otto, lychee, and cistus absolute.",2022-04-24 13:48:46,1
1165,Time After Time,Sixteen92,,"Watermelon lipgloss, peony blossom, new roller skates, vanilla malt, sugar musk",2022-04-24 13:48:46,1
1166,Timothi Tarrie,NAVA,,"Vanilla Milk, Coconut Milk, French Vanilla Cream, Sugar and Tibetan Musk.",2022-04-24 13:48:46,1
1167,Tinderbox,Arcana,,"The essence of a baroque case filled with tempered firesteel, flint, and linen charcloth: resinous black amber, woodsmoke, sweet mallow root, frankincense, cubeb, and sandalwood.",2022-04-24 13:48:46,1
1168,Titania,Black Phoenix Alchemy Lab,,"A nocturnal bounty of fae dew-kissed petals and pale fruits: white grape, white peach, iced pear, musk rose, sweet pea, moonflower and snapdragon.",2022-04-24 13:48:46,1
1169,Tituba,Sixteen92,,"Hawthorn, gingerbread biscuits, tobacco leaf, burning resins, rye, sweet woods, beeswax candles",2022-04-24 13:48:46,1
1170,Titus Andronicus,Black Phoenix Alchemy Lab,,"Dark musk and black amber with frankincense, red sandalwood, neroli and bergamot.",2022-04-24 13:48:46,1
1171,Toasted Matchimellow,Stereoplasm,,"matcha, mimosa, cream, toasted marshmallow, humidity",2022-04-24 13:48:46,1
1172,Tobacco Honey (Mini Soap),Firebird,,"Tobacco Honey is a gentlemanly blend of sweet pipe tobacco, golden honey, and a hint of spice",2022-04-24 13:48:46,1
1173,Toe Beans,Hex,,"(Bath & Body Works Vanilla Bean Noel dupe) Sugar cookies, vanilla.",2022-04-24 13:48:46,1
1174,Toe Beans (Bath & Body Works Vanilla Bean Noel type),Mr. Hex,,"Sugar Cookies, Vanilla",2022-04-24 13:48:46,1
1175,Tomate,Hexennacht,,"Leafy, vine-ripe, garden-fresh tomatoes.",2022-04-24 13:48:46,1
1176,Tombstone,Black Phoenix Alchemy Lab,,"A rugged, warm blend of vanilla, balsam and sassafras layered over Virginia cedar.",2022-04-24 13:48:46,1
1177,Tongue of Black Bear,Astrid,,"Blackened amber, velvety musk, honey and comb, ruby apples, black spruce, and fir balsam absolute.",2022-04-24 13:48:46,1
1178,Trick or Treat,Alkemia,,"A grownup confection of black licorice, mandarin orange peel, caramelized brown sugar, bourbon vanilla, candied ginger, tonka bean, blonde patchouli, cedar tips, oakmoss, and sandalwood.",2022-04-24 13:48:46,1
1179,Trick or Treat Ultime,Alkemia,,"A grownup confection of black licorice, mandarin orange peel, caramelized brown sugar, bourbon vanilla, candied ginger, tonka bean, blonde patchouli, cedar tips, oakmoss, and sandalwood.",2022-04-24 13:48:46,1
1180,Triple Vanilla Dream,Cocoa Pink,,Our Spiritueuse Double Vanilla blended carefully with the beloved Tihota fragrance creates a unique yet dreamy long lasting vanilla scent that has been a top requested favorite of our customers.,2022-04-24 13:48:46,1
1181,Triss Merigold Spice,Siren Song Elixirs,,"Honeycrisp apples, Apple blossoms, Caramel, Fall Spices, Honey",2022-04-24 13:48:46,1
1182,Troika,Haus of Gloi,,"A trinity of soft milks, almond, oat and coconut, lashed with sweet agave nectar and the ethereal scent of clean white.",2022-04-24 13:48:46,1
1183,Tropi-Goth,Alpha Musk,,"Hawaiian jasmine & plumerias, ethereal & glowing crystals, smoke tainted salty yet sweet oily hair, shelled pistachios, coconut water, grounded antique musk",2022-04-24 13:48:46,1
1184,Turkish Mocha,Skin Like Butter,,Espresso with deep dark chocolate and whipped cream.,2022-04-24 13:48:46,1
1185,Turtle Doves,Sixteen92,,"Frasier fir, frozen sidewalks, snowy park benches, twinkling fairy lights and silver bells, a flurry of soft feathers, warm mittens, a wooden toy chest, delicate porcelain musk",2022-04-24 13:48:46,1
1186,Tutankhamun's Heart,18,,"Rich Vanilla, Warm Spices, Vanilla Tea Leaf, Soft Cream, Red Currant and Red Egyptian Musk.",2022-04-24 13:48:46,1
1187,Tutti Fuckin' Fruity,Spirit & Venom,,"Ripe juicy peach, pulled fruit taffy, & vanilla cream.",2022-04-24 13:48:46,1
1188,Two Sparrows,Stereoplasm,,"Honeysuckle, peace lily, chamomile, english ivy, white pepper, elderberry.",2022-04-24 13:48:46,1
1189,Two Weeks,Smell Bent,,"Essence of jasmine, purest lavender and a bit of sex",2022-04-24 13:48:46,1
1190,"Two, Five, and Seven",Black Phoenix Alchemy Lab,,"A huge bouquet of squished rose petals: Bulgarian rose, Somalian rose, Turkish rose, Damascus rose, red and white rose, tea rose, wine rose, shrub roses, rose, rose, rose … and just an itty bitty bit of green grass",2022-04-24 13:48:46,1
1191,Ulalume,18,,"Mango, Papaya, Coconut, French Musk and Champagne accord.",2022-04-24 13:48:46,1
1192,Ultraviolet,Arcana,,"A candied violet accord. Piquant white tea, tender violets, sweet vanilla, bubble gum, and cotton candy.",2022-04-24 13:48:46,1
1193,Unicorn Cats and Stars,18,,"Autumn Pomegranate, Japanese Cherry Blossom, Vanilla Bean, Tahitian Vanilla, Blackberry, Iris, Red Cassis and Plum Blossoms",2022-04-24 13:48:46,1
1194,Unicorn Grove,Black Baccara,,"Aroma palette is fruity and fresh. Highlights include lemon, lime, warm spun sugar, thick caramel swirls, strawberries, and pink lemonade.. A magical and enchanting landscape unfolds in our unique Unicorn-inspired blend. A lemon and lime accord give this blend a crisp, fresh, and clean citrus glow which is softened by warm spun sugar and lush, thick swirls of caramel. On the dry down, a handful of freshly picked summer strawberries and pink lemonade peek through, giving this fragrance a nostalgic aura. This clean, fresh, fruity blend settles into a soft lingering strawberry that will transport you to another world.",2022-04-24 13:48:46,1
1195,Unicorns & Stars,Nocturne Alchemy,,"Buttercream accord, Moonstone absolute, Eternal Ankh Vanilla, Soy Butter accord and lots of vanilla beans and vanilla icing",2022-04-24 13:48:46,1
1196,Uplifting,Haus of Gloi,,"Bright citrus brings positivity renewal, and optimism. Pink grapefruit, Lemon, Lime, Fresh Ginger, and Fir Balsam.",2022-04-24 13:48:46,1
1197,Uruk,Black Phoenix Alchemy Lab,,"A city of mystery, wonder and majesty, said to have been built by order of Gilgamesh. Thick bitter almond and heady night-blooming jasmine with saffron, cinnamon leaf, red patchouli, river lilies, bergamot, fig leaf and the sacred incense of Inanna.",2022-04-24 13:48:46,1
1198,Usako,Andromeda's Curse,,Creamy Melon Soda with hints of Strawberry & Lychee,2022-04-24 13:48:46,1
1199,V2022,18,,"Strawberry accord, Marshmallow-vanilla accord, Bastet's Amber Absolute, Strawberry Pudding, NA Oudh essence, Vanilla Bean and Pink Sugar",2022-04-24 13:48:46,1
1200,Vaginal Tales of the Nocturnal Palace,BPAL,,"Lotus root, blue lotus petals, white amber, mallow, and vanilla cream",2022-04-24 13:48:46,1
1201,Vaginal Tales of the Nocturnal Palace,Black Phoenix Alchemy Lab,,"Lotus root, blue lotus petals, white amber, mallow, and vanilla cream.",2022-04-24 13:48:46,1
1202,Valmueblomst,Forelsket,,"Delicate poppy, vanilla and white musk",2022-04-24 13:48:46,1
1203,Vampire Cardamom Bat,18,,"Organic Sri Lankan Cardamom, Cardamom Pods aged in Oak and sifted, Kobalt, Crystalline, Tahitian Vanilla, French and Bourbon Vanille infused into Organic steam-distilled Patchouli Essential Oil",2022-04-24 13:48:46,1
1204,Vanilla,Skin Like Butter,,A rich vanilla. It's true to the smell of vanilla extract.,2022-04-24 13:48:46,1
1205,Vanilla Craves Gingerbread,Arcana,,"Rich, gourmand vanilla with Arcana Wildcraft's Gingerbread accord (luxe golden ginger, gingerbread, warm ginger cookies, and delicately piped icing).",2022-04-24 13:48:46,1
